fecha,titulo,autor,categoria,enlace
2023-03-02,Localizan a joven reportada desaparecida en Ponce,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/localizan-a-joven-reportada-desaparecida-en-ponce/article_9f6f01b2-b8f9-11ed-ad4a-cb571e69afec.html
2023-03-02,Asalta restaurante de comida rápida en Bayamón y escapa por ventanilla del servicarro,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/asalta-restaurante-de-comida-r-pida-en-bayam-n-y-escapa-por-ventanilla-del-servicarro/article_dfedd0ae-b8f6-11ed-8247-73a0ccabecf3.html
2023-03-02,Un herido de bala y dos autos quemados en Vieques,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/un-herido-de-bala-y-dos-autos-quemados-en-vieques/article_f5cabc3a-b8e1-11ed-ab45-178a16f2d23e.html
2023-03-02,Confinado pierde varios dientes en una agresión,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/confinado-pierde-varios-dientes-en-una-agresi-n/article_8675b4f2-b84b-11ed-a53c-3f3baf215fc0.html
2023-03-02,Ultiman a tiros a hombre en Cupey,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/ultiman-a-tiros-a-hombre-en-cupey/article_8ac0fe30-b8ec-11ed-9b6c-d33c3f422def.html
2023-03-02,Mujer y su hijo de 8 años son víctimas de carjacking en Camuy,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/mujer-y-su-hijo-de-8-a-os-son-v-ctimas-de-carjacking-en-camuy/article_d0290ea6-b8ea-11ed-8836-4f9d9ce4f1fb.html
2023-03-02,Mueren dos caballos en accidente en Toa Alta,Redacción ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/mueren-dos-caballos-en-accidente-en-toa-alta/article_53d07a16-b8e9-11ed-843e-ab5d3ee3b598.html
2023-03-02,Buscan esclarecer crímenes contra niños,Miguel Rivera Puig ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/buscan-esclarecer-cr-menes-contra-ni-os/article_086c070a-b8a0-11ed-900d-fb2fc5b85db5.html
2023-03-02,Aumenta en un 40% los carjacking en dos meses,Miguel Rivera Puig ,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/aumenta-en-un-40-los-carjacking-en-dos-meses/article_1f40f94a-b904-11ed-8933-af5e362cd3ec.html
2023-03-01,"Asaltan ""fast food"" en Sabana Grande",CyberNews,Policiacas,https://www.elvocero.com/ley-y-orden/policiacas/asaltan-fast-food-en-sabana-grande/article_876bca6a-b85d-11ed-b7a7-633032752454.html
